,degauss,k_density,k_list,k_offset,cutoff_wfc,lattice_parameter_initial,number_of_bands,number_of_k_points,fft_grid,smooth_fft_grid,number_of_atoms,number_of_species,volume,estimated_ram_per_process,estimated_ram_per_process_units,estimated_ram_total,estimated_ram_total_units,init_wall_time_seconds,total_number_of_scf_iterations,wall_time,wall_time_seconds,fermi_energy_units,energy_units,energy_accuracy_units,energy_smearing_units,energy_one_electron_units,energy_hartree_units,energy_xc_units,energy_ewald_units,forces_units,total_force_units,stress_units,energy_threshold,fermi_energy,energy,energy_accuracy,energy_smearing,energy_one_electron,energy_hartree,energy_xc,energy_ewald,scf_iterations,total_force,label
0,0.005,1,"[1, 1, 1]","[0, 0, 0]",45.0,3.172046941451,14,1,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,36.88,MB,147.51,MB,0.2,6,      0.63s ,0.63,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.3e-09,4.0915,-3410.7655164233,1.904796841542e-06,0.01109503343123,-2835.1440490177,1351.8101566386,-452.11040992196,-1475.3323090196,6,0.0,Mg2_0
1,0.005,4,"[2, 2, 1]","[0, 0, 0]",45.0,3.172046941451,14,2,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,37.04,MB,148.17,MB,0.2,5,      0.61s ,0.61,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.96e-08,4.1409,-3404.3657744167,6.938902779903e-06,1.088455338024e-06,-2831.2635062782,1353.9645296224,-451.73448969369,-1475.3323090196,5,0.0,Mg2_1
2,0.005,6,"[2, 2, 2]","[0, 0, 0]",45.0,3.172046941451,14,4,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,37.21,MB,148.82,MB,0.2,5,      0.77s ,0.77,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.26e-08,4.4865,-3403.4505896037,1.1564837966505e-05,-0.0026552867971095,-2830.3813207099,1354.0599621211,-451.7942665724,-1475.3323090196,5,0.0,Mg2_2
3,0.005,7,"[3, 3, 2]","[0, 0, 0]",45.0,3.172046941451,14,6,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,37.37,MB,149.48,MB,0.2,5,      0.89s ,0.89,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.69e-08,5.9014,-3403.8942751565,2.312967593301e-06,-0.0033944840285451,-2831.038690182,1354.2046364753,-451.72451794617,-1475.3323090196,5,0.0,Mg2_3
4,0.005,10,"[4, 4, 2]","[0, 0, 0]",45.0,3.172046941451,14,8,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,37.53,MB,150.14,MB,0.3,6,      1.10s ,1.1,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.67e-09,5.1664,-3404.6273502348,5.44227669012e-07,-3.5646912320286e-05,-2831.7257014222,1354.1241898297,-451.69349397579,-1475.3323090196,6,0.0,Mg2_4
5,0.005,11,"[4, 4, 3]","[0, 0, 0]",45.0,3.172046941451,14,8,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,37.53,MB,150.14,MB,0.2,6,      1.09s ,1.09,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.26e-09,5.5513,-3404.7112695972,2.72113834506e-07,-0.00072722422271728,-2832.2615075762,1354.5872400915,-451.70396586854,-1475.3323090196,6,0.0,Mg2_5
6,0.005,13,"[5, 5, 3]","[0, 0, 0]",45.0,3.172046941451,14,10,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,37.7,MB,150.8,MB,0.3,6,      1.23s ,1.23,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.57e-09,5.4178,-3404.672188064,4.08170751759e-08,-0.00046545071392251,-2832.2350601524,1354.6010777602,-451.70543120153,-1475.3323090196,6,0.0,Mg2_6
7,0.005,16,"[6, 6, 4]","[0, 0, 0]",45.0,3.172046941451,14,21,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,38.6,MB,154.42,MB,0.3,6,      1.99s ,1.99,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.04e-09,5.4131,-3404.5425937143,2.72113834506e-07,-0.0014822040565542,-2831.8654147331,1354.3555690395,-451.69895679707,-1475.3323090196,6,0.0,Mg2_7
8,0.005,20,"[7, 7, 4]","[0, 0, 0]",45.0,3.172046941451,14,24,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,38.85,MB,155.4,MB,0.3,6,      2.19s ,2.19,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.74e-09,5.5502,-3404.6269140363,2.312967593301e-08,-0.00030816891757805,-2832.1509182009,1354.5505550649,-451.69393371174,-1475.3323090196,6,0.0,Mg2_8
9,0.005,21,"[7, 7, 5]","[0, 0, 0]",45.0,3.172046941451,14,24,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,38.85,MB,155.4,MB,0.3,6,      2.20s ,2.2,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.35e-09,5.762,-3404.6015847282,2.176910676048e-06,-0.0034331241930449,-2831.9781963935,1354.3995785542,-451.68722474515,-1475.3323090196,6,0.0,Mg2_9
10,0.005,23,"[8, 8, 5]","[0, 0, 0]",45.0,3.172046941451,14,30,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,39.34,MB,157.38,MB,0.3,6,      2.54s ,2.54,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.08e-09,5.5505,-3404.6345412511,2.72113834506e-07,-0.00050422693533962,-2832.1169337681,1354.5181906617,-451.70298489816,-1475.3323090196,6,0.0,Mg2_10
11,0.005,26,"[9, 9, 6]","[0, 0, 0]",45.0,3.172046941451,14,48,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,40.82,MB,163.3,MB,0.4,6,      3.74s ,3.74,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.5e-09,5.3638,-3404.5981714683,1.36056917253e-07,0.0028306641634487,-2832.0340653094,1354.4687735649,-451.70340136839,-1475.3323090196,6,0.0,Mg2_11
12,0.005,29,"[10, 10, 6]","[0, 0, 0]",45.0,3.172046941451,14,56,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,41.48,MB,165.93,MB,0.4,6,      4.31s ,4.31,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.43e-09,5.6808,-3404.6024197095,8.16341503518e-07,-0.0016672414640183,-2832.0898893265,1354.5215504512,-451.70010457322,-1475.3323090196,6,0.0,Mg2_12
13,0.005,31,"[10, 10, 7]","[0, 0, 0]",45.0,3.172046941451,14,56,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,41.48,MB,165.93,MB,0.4,6,      4.32s ,4.32,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.45e-09,5.6566,-3404.5976442478,4.08170751759e-07,-0.0016839764648404,-2832.0466924798,1354.4817510818,-451.69870971771,-1475.3323090196,6,0.0,Mg2_13
14,0.005,32,"[11, 11, 7]","[0, 0, 0]",45.0,3.172046941451,14,64,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,42.14,MB,168.56,MB,0.4,6,      4.78s ,4.78,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.41e-09,5.5033,-3404.6175461094,5.44227669012e-07,-0.00037415652244575,-2832.0509011284,1354.4687590068,-451.70272094774,-1475.3323090196,6,0.0,Mg2_14
15,0.005,35,"[12, 12, 7]","[0, 0, 0]",45.0,3.172046941451,14,76,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,43.13,MB,172.51,MB,0.4,6,      5.64s ,5.64,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.4e-09,5.4849,-3404.6088527527,5.44227669012e-07,-0.00021020793715589,-2831.9763586727,1354.4033035205,-451.70327837293,-1475.3323090196,6,0.0,Mg2_15
16,0.005,36,"[12, 12, 8]","[0, 0, 0]",45.0,3.172046941451,14,95,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,44.69,MB,178.76,MB,0.4,6,      6.99s ,6.99,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.73e-09,5.4778,-3404.6062388272,1.36056917253e-07,0.00063729060041305,-2831.9601653145,1354.3873889429,-451.7017907266,-1475.3323090196,6,0.0,Mg2_16
17,0.005,39,"[13, 13, 8]","[0, 0, 0]",45.0,3.172046941451,14,105,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,45.51,MB,182.05,MB,0.5,6,      7.57s ,7.57,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.5e-09,5.6432,-3404.5967926675,5.44227669012e-07,-0.00073511552391796,-2831.9991694312,1354.4357437073,-451.70032267246,-1475.3323090196,6,0.0,Mg2_17
18,0.005,42,"[14, 14, 9]","[0, 0, 0]",45.0,3.172046941451,14,120,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,46.75,MB,186.98,MB,0.5,6,      8.64s ,8.64,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.1e-09,5.5445,-3404.6107680259,5.170162855614e-08,0.00022939196248856,-2831.9976811046,1354.4189148273,-451.6999221209,-1475.3323090196,6,0.0,Mg2_18
19,0.005,45,"[15, 15, 9]","[0, 0, 0]",45.0,3.172046941451,14,135,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,47.98,MB,191.92,MB,0.6,6,      9.48s ,9.48,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.81e-09,5.5435,-3404.6099734535,2.72113834506e-07,9.5103785159847e-05,-2831.9907300928,1354.4151030567,-451.70213250158,-1475.3323090196,6,0.0,Mg2_19
20,0.005,47,"[15, 15, 10]","[0, 0, 0]",45.0,3.172046941451,14,162,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,50.2,MB,200.8,MB,0.7,6,     11.38s ,11.38,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.52e-09,5.5211,-3404.608191244,4.08170751759e-07,-2.4082074353781e-05,-2831.986210282,1354.4123034135,-451.7019511377,-1475.3323090196,6,0.0,Mg2_20
21,0.005,48,"[16, 16, 10]","[0, 0, 0]",45.0,3.172046941451,14,180,"[40, 40, 60]","[25, 25, 48]",2,1,44.798993926228,51.68,MB,206.72,MB,0.7,6,     12.53s ,12.53,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.16e-09,5.5773,-3404.6026682855,1.36056917253e-07,0.00034354371606383,-2831.9968949678,1354.4273553902,-451.7011632321,-1475.3323090196,6,0.0,Mg2_21
22,0.005,1,"[1, 1, 1]","[0, 0, 0]",40.0,3.172046941451,14,1,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,31.04,MB,124.16,MB,0.2,6,      0.57s ,0.57,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.85e-09,4.0919,-3410.7631380123,1.496626089783e-06,0.01109503343123,-2835.1718876236,1351.8463389349,-452.11637520144,-1475.3323090196,6,0.0,Mg2_22
23,0.005,4,"[2, 2, 1]","[0, 0, 0]",40.0,3.172046941451,14,2,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,31.18,MB,124.71,MB,0.2,5,      0.57s ,0.57,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.74e-08,4.1413,-3404.3632765478,7.483130448915e-06,1.088455338024e-06,-2831.2977673148,1354.0086817247,-451.74188302658,-1475.3323090196,5,0.0,Mg2_23
24,0.005,6,"[2, 2, 2]","[0, 0, 0]",40.0,3.172046941451,14,4,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,31.32,MB,125.26,MB,0.2,5,      0.64s ,0.64,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.16e-08,4.4869,-3403.4483725562,1.1156667214746e-05,-0.0026541983417715,-2830.4107246506,1354.0979474436,-451.80063213133,-1475.3323090196,5,0.0,Mg2_24
25,0.005,7,"[3, 3, 2]","[0, 0, 0]",40.0,3.172046941451,14,6,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,31.45,MB,125.82,MB,0.2,5,      0.77s ,0.77,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.56e-08,5.9017,-3403.8920386529,2.040853758795e-06,-0.0033933955732071,-2831.0658997967,1354.2399572592,-451.73039356414,-1475.3323090196,5,0.0,Mg2_25
26,0.005,10,"[4, 4, 2]","[0, 0, 0]",40.0,3.172046941451,14,8,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,31.59,MB,126.37,MB,0.2,6,      0.94s ,0.94,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.28e-09,5.1667,-3404.6251240715,5.44227669012e-07,-3.6871424575563e-05,-2831.7544007241,1354.1612905102,-451.69966796658,-1475.3323090196,6,0.0,Mg2_26
27,0.005,11,"[4, 4, 3]","[0, 0, 0]",40.0,3.172046941451,14,8,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,31.59,MB,126.37,MB,0.2,6,      0.96s ,0.96,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.85e-09,5.5517,-3404.7089943173,1.1428781049252e-07,-0.00072722422271728,-2832.2871087261,1354.62063567,-451.70948501738,-1475.3323090196,6,0.0,Mg2_27
28,0.005,13,"[5, 5, 3]","[0, 0, 0]",40.0,3.172046941451,14,10,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,31.73,MB,126.92,MB,0.2,6,      1.02s ,1.02,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.7e-09,5.4181,-3404.6699485672,2.72113834506e-07,-0.00046545071392251,-2832.2709861174,1354.6469752007,-451.71316318008,-1475.3323090196,6,0.0,Mg2_28
29,0.005,16,"[6, 6, 4]","[0, 0, 0]",40.0,3.172046941451,14,21,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,32.49,MB,129.96,MB,0.2,6,      1.66s ,1.66,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.12e-09,5.4135,-3404.5403109513,1.904796841542e-08,-0.0014809795442989,-2831.8879624936,1354.3852725776,-451.70383103613,-1475.3323090196,6,0.0,Mg2_29
30,0.005,20,"[7, 7, 4]","[0, 0, 0]",40.0,3.172046941451,14,24,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,32.7,MB,130.78,MB,0.3,6,      1.85s ,1.85,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.49e-09,5.5506,-3404.6246524983,3.809593683084e-08,-0.00030884920216431,-2832.175013881,1354.5821130586,-451.69913380712,-1475.3323090196,6,0.0,Mg2_30
31,0.005,21,"[7, 7, 5]","[0, 0, 0]",40.0,3.172046941451,14,24,"[36, 36, 60]","[25, 25, 40]",2,1,44.798993926228,32.7,MB,130.78,MB,0.3,6,      1.85s ,1.85,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.67e-09,5.7623,-3404.599318156,1.496626089783e-06,-0.0034323078515414,-2832.0122605557,1354.4432563621,-451.69457277108,-1475.3323090196,6,0.0,Mg2_31
