,degauss,k_density,k_list,k_offset,cutoff_wfc,lattice_parameter_initial,number_of_bands,number_of_k_points,fft_grid,smooth_fft_grid,number_of_atoms,number_of_species,volume,estimated_ram_per_process,estimated_ram_per_process_units,estimated_ram_total,estimated_ram_total_units,init_wall_time_seconds,total_number_of_scf_iterations,wall_time,wall_time_seconds,fermi_energy_units,energy_units,energy_accuracy_units,energy_smearing_units,energy_one_electron_units,energy_hartree_units,energy_xc_units,energy_ewald_units,forces_units,total_force_units,stress_units,energy_threshold,fermi_energy,energy,energy_accuracy,energy_smearing,energy_one_electron,energy_hartree,energy_xc,energy_ewald,scf_iterations,total_force,label
0,0.015,1,"[1, 1, 1]","[0, 0, 0]",30.0,3.9434285584127,9,1,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,18.45,MB,73.78,MB,0.1,4,      0.34s ,0.34,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.71e-08,3.6536,-1023.292255082,1.224512255277e-06,0.0,-543.8809272781,270.10695796904,-157.6000379638,-591.9182478091,4,0.0,Ca1_0
1,0.015,4,"[2, 2, 2]","[0, 0, 0]",30.0,3.9434285584127,9,6,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,18.61,MB,74.45,MB,0.2,5,      0.47s ,0.47,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.41e-08,4.5106,-1017.9214511313,1.904796841542e-06,-0.033659392873054,-544.75822173632,277.41716402177,-158.62848607876,-591.9182478091,5,0.0,Ca1_1
2,0.015,8,"[3, 3, 3]","[0, 0, 0]",30.0,3.9434285584127,9,10,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,18.72,MB,74.9,MB,0.2,4,      0.50s ,0.5,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.13e-08,4.7359,-1018.2423236833,2.449024510554e-06,0.014792788328332,-541.82176053035,273.70199043784,-158.21909856999,-591.9182478091,4,0.0,Ca1_2
3,0.015,12,"[4, 4, 4]","[0, 0, 0]",30.0,3.9434285584127,9,24,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,19.11,MB,76.46,MB,0.2,4,      0.82s ,0.82,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.96e-07,4.8951,-1018.3648779039,1.1700894883758e-05,-0.004205927483042,-541.51299377868,273.2017779979,-158.13120838652,-591.9182478091,4,0.0,Ca1_3
4,0.015,16,"[5, 5, 5]","[0, 0, 0]",30.0,3.9434285584127,9,39,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,19.53,MB,78.13,MB,0.2,4,      1.11s ,1.11,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.47e-08,4.7319,-1018.2945621924,1.224512255277e-06,-0.0061441943262282,-542.04626818557,273.89725088995,-158.22115289338,-591.9182478091,4,0.0,Ca1_4
5,0.015,20,"[6, 6, 6]","[0, 0, 0]",30.0,3.9434285584127,9,68,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,20.34,MB,81.36,MB,0.3,4,      1.71s ,1.71,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.34e-07,4.8053,-1018.27672377,2.585081427807e-06,-0.01822033418777,-541.93986541766,273.82528059032,-158.22567066332,-591.9182478091,4,0.0,Ca1_5
6,0.015,24,"[7, 7, 7]","[0, 0, 0]",30.0,3.9434285584127,9,100,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,21.23,MB,84.93,MB,0.3,4,      2.44s ,2.44,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.68e-08,4.7685,-1018.3021926725,1.632683007036e-06,-0.0049044436962189,-541.85916039999,273.6770363747,-158.19691639442,-591.9182478091,4,0.0,Ca1_6
7,0.015,28,"[8, 8, 8]","[0, 0, 0]",30.0,3.9434285584127,9,150,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,22.63,MB,90.51,MB,0.4,4,      3.45s ,3.45,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.01e-08,4.7259,-1018.2962824961,1.36056917253e-06,-0.0031550238541798,-541.94784583614,273.77957213291,-158.20660582384,-591.9182478091,4,0.0,Ca1_7
8,0.015,32,"[9, 9, 9]","[0, 0, 0]",30.0,3.9434285584127,9,205,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,24.16,MB,96.64,MB,0.4,4,      4.73s ,4.73,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.44e-08,4.7615,-1018.2945794717,1.496626089783e-06,-0.0055236387266373,-541.89458458714,273.72791894062,-158.20414224124,-591.9182478091,4,0.0,Ca1_8
9,0.015,36,"[10, 10, 10]","[0, 0, 0]",30.0,3.9434285584127,9,282,"[40, 40, 40]","[25, 25, 25]",1,1,43.360965049545,26.31,MB,105.23,MB,0.5,4,      6.26s ,6.26,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.36e-08,4.7672,-1018.2987610449,1.496626089783e-06,-0.0033357074402918,-541.87819149735,273.70197832877,-158.20096435983,-591.9182478091,4,0.0,Ca1_9
