,degauss,k_density,k_list,k_offset,cutoff_wfc,lattice_parameter_initial,number_of_bands,number_of_k_points,fft_grid,smooth_fft_grid,number_of_atoms,number_of_species,volume,estimated_ram_per_process,estimated_ram_per_process_units,estimated_ram_total,estimated_ram_total_units,init_wall_time_seconds,total_number_of_scf_iterations,wall_time,wall_time_seconds,fermi_energy_units,energy_units,energy_accuracy_units,energy_smearing_units,energy_one_electron_units,energy_hartree_units,energy_xc_units,energy_ewald_units,energy_one_center_paw_units,forces_units,total_force_units,stress_units,energy_threshold,fermi_energy,energy,energy_accuracy,energy_smearing,energy_one_electron,energy_hartree,energy_xc,energy_ewald,energy_one_center_paw,scf_iterations,total_force,label
64,0.005,47,"[15, 15, 9]","[0, 0, 0]",80.0,3.2912176488255,15,135,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,119.2,MB,476.79,MB,1.7,26,   2m37.43s ,157.43,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.02e-10,8.99,-4221.2272929147,9.115813455951e-09,-0.0011646472116857,-1010.927552921,574.74295251678,-470.77068578435,-1720.6931248086,-1593.5777174064,26.0,0.0,Sc2_64
65,0.005,48,"[15, 15, 10]","[0, 0, 0]",80.0,3.2912176488255,15,162,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,125.49,MB,501.98,MB,1.9,23,   3m31.44s ,211.44,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.75e-10,8.9888,-4221.2272088316,3.401422931325e-08,-0.00083797455336123,-1010.9502972837,574.76876850048,-470.7745921145,-1720.6931248086,-1593.5771250146,23.0,0.0,Sc2_65
66,0.005,1,"[1, 1, 1]","[0, 0, 0]",70.0,3.2912176488255,15,1,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,71.49,MB,285.97,MB,0.4,67,     12.78s ,12.78,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.96e-11,9.3417,-4225.0151871522,1.1973008718264e-08,0.0081847759711887,-990.04213352507,546.88415583112,-466.62476321141,-1720.6931248086,-1594.5475063502,67.0,0.0,Sc2_66
67,0.005,4,"[2, 2, 1]","[0, 0, 0]",70.0,3.2912176488255,15,2,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,71.87,MB,287.5,MB,0.4,15,      4.76s ,4.76,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.18e-10,8.7474,-4221.875892294,7.619187366168e-08,-0.017112966938248,-1014.4067983681,577.75655894722,-471.13462171117,-1720.6931248086,-1593.3807933864,15.0,0.0,Sc2_67
68,0.005,6,"[2, 2, 2]","[0, 0, 0]",70.0,3.2912176488255,15,4,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,72.26,MB,289.02,MB,0.4,17,      5.71s ,5.71,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.06e-10,9.0498,-4221.784376874,9.660041124963e-08,-0.017112694824413,-1013.5799464677,576.94037458944,-470.99624964941,-1720.6931248086,-1593.4383179789,17.0,0.0,Sc2_68
69,0.005,7,"[3, 3, 2]","[0, 0, 0]",70.0,3.2912176488255,15,6,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,72.64,MB,290.55,MB,0.5,24,      9.78s ,9.78,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.87e-10,9.1395,-4221.0519698351,2.857195262313e-08,-0.012924998968283,-1011.8369932749,576.0068620933,-470.98403854109,-1720.6931248086,-1593.5317503048,24.0,0.0,Sc2_69
70,0.005,10,"[4, 4, 2]","[0, 0, 0]",70.0,3.2912176488255,15,8,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,73.02,MB,292.08,MB,0.5,12,      8.27s ,8.27,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.35e-10,9.0589,-4221.2503778279,1.1973008718264e-08,-0.0043145009030099,-1010.3088181711,574.03398849292,-470.67521314889,-1720.6931248086,-1593.6028956914,12.0,0.0,Sc2_70
71,0.005,11,"[4, 4, 3]","[0, 0, 0]",70.0,3.2912176488255,15,8,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,73.02,MB,292.08,MB,0.5,15,      9.93s ,9.93,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.1e-11,8.9205,-4221.2158897124,5.986504359132e-08,0.0043909648905061,-1010.1521354334,573.88556726726,-470.65597442867,-1720.6931248086,-1593.6046134099,15.0,0.0,Sc2_71
72,0.005,14,"[5, 5, 3]","[0, 0, 0]",70.0,3.2912176488255,15,10,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,73.4,MB,293.61,MB,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_72
73,0.005,16,"[5, 5, 4]","[0, 0, 0]",70.0,3.2912176488255,15,15,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,74.36,MB,297.42,MB,0.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_73
74,0.005,17,"[6, 6, 4]","[0, 0, 0]",70.0,3.2912176488255,15,21,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,75.5,MB,302.0,MB,0.6,20,     19.31s ,19.31,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.24e-09,8.9837,-4221.2363236926,5.578333607373e-08,-0.00075838125676822,-1010.8820737195,574.67936332325,-470.76089812183,-1720.6931248086,-1593.5788319847,20.0,0.0,Sc2_74
75,0.005,20,"[7, 7, 4]","[0, 0, 0]",70.0,3.2912176488255,15,24,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,76.07,MB,304.29,MB,0.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_75
76,0.005,22,"[7, 7, 5]","[0, 0, 0]",70.0,3.2912176488255,15,24,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,76.07,MB,304.29,MB,0.6,18,     23.29s ,23.29,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.71e-11,9.0073,-4221.223468899,4.08170751759e-08,-0.0038395262048797,-1010.9549958733,574.78609494072,-470.78003085371,-1720.6931248086,-1593.5775727779,18.0,0.0,Sc2_76
77,0.005,24,"[8, 8, 5]","[0, 0, 0]",70.0,3.2912176488255,15,30,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,77.22,MB,308.88,MB,0.6,25,     35.83s ,35.83,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.12e-10,8.9967,-4221.2206930658,4.898049021108e-09,-0.0013151261621675,-1010.9268320914,574.75511491672,-470.7754290006,-1720.6931248086,-1593.5791070918,25.0,0.0,Sc2_77
78,0.005,27,"[9, 9, 6]","[0, 0, 0]",70.0,3.2912176488255,15,48,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,80.66,MB,322.62,MB,0.8,31,   1m 4.81s ,64.81,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.42e-10,8.9811,-4221.2289898166,1.3061464056288e-07,0.00042041587431177,-1010.8974046129,574.70692831862,-470.7677767514,-1720.6931248086,-1593.5780323782,31.0,0.0,Sc2_78
79,0.005,30,"[10, 10, 6]","[0, 0, 0]",70.0,3.2912176488255,15,56,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,82.18,MB,328.73,MB,0.9,26,     57.79s ,57.79,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.64e-10,8.9868,-4221.2233171956,9.660041124963e-08,-0.00083362073200913,-1010.9404962876,574.76924551604,-470.77949805482,-1720.6931248086,-1593.5786100759,26.0,0.0,Sc2_79
80,0.005,32,"[10, 10, 7]","[0, 0, 0]",70.0,3.2912176488255,15,56,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,82.18,MB,328.73,MB,0.9,22,     51.93s ,51.93,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.76e-09,8.9888,-4221.2239885004,2.176910676048e-08,-0.0017016638640833,-1010.8814177891,574.69697670753,-470.76608189038,-1720.6931248086,-1593.578639056,22.0,0.0,Sc2_80
81,0.005,33,"[11, 11, 7]","[0, 0, 0]",70.0,3.2912176488255,15,64,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,83.71,MB,334.84,MB,0.9,21,     55.52s ,55.52,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.42e-10,8.9921,-4221.2241863271,6.258618193638e-08,-0.0014651969418976,-1010.8954226718,574.71639924063,-470.77066578398,-1720.6931248086,-1593.5799069704,21.0,0.0,Sc2_81
82,0.005,37,"[12, 12, 7]","[0, 0, 0]",70.0,3.2912176488255,15,76,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,86.0,MB,344.0,MB,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_82
83,0.005,38,"[12, 12, 8]","[0, 0, 0]",70.0,3.2912176488255,15,95,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,89.63,MB,358.51,MB,1.2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_83
84,0.005,40,"[13, 13, 8]","[0, 0, 0]",70.0,3.2912176488255,15,105,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,91.54,MB,366.14,MB,1.3,24,   1m38.56s ,98.56,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1e-10,8.99,-4221.2246653836,3.809593683084e-08,-0.000169935089649,-1010.9611738097,574.78729523485,-470.77996228102,-1720.6931248086,-1593.5775296479,24.0,0.0,Sc2_84
85,0.005,43,"[14, 14, 9]","[0, 0, 0]",70.0,3.2912176488255,15,120,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,94.4,MB,377.6,MB,1.4,24,   2m 2.21s ,122.21,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.45e-11,8.9899,-4221.2256301632,9.387927290457e-09,-3.673536765831e-06,-1010.9226186808,574.74177725713,-470.77351223075,-1720.6931248086,-1593.5781478905,24.0,0.0,Sc2_85
86,0.005,47,"[15, 15, 9]","[0, 0, 0]",70.0,3.2912176488255,15,135,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,97.26,MB,389.05,MB,1.5,28,   2m 6.51s ,126.51,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.83e-11,8.9903,-4221.2250063422,1.0612439545734e-07,-0.0011642390409339,-1010.9148879268,574.73525659331,-470.77258432257,-1720.6931248086,-1593.5785017746,28.0,0.0,Sc2_86
87,0.005,48,"[15, 15, 10]","[0, 0, 0]",70.0,3.2912176488255,15,162,"[48, 48, 80]","[36, 36, 54]",2,1,50.024475793763,102.42,MB,409.66,MB,1.7,25,   2m43.01s ,163.01,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.75e-11,8.9887,-4221.2249234835,2.312967593301e-08,-0.00083811061027848,-1010.9452125646,574.7706481268,-470.77831408753,-1720.6931248086,-1593.578082175,25.0,0.0,Sc2_87
